0.3333333,1,0
0.6666667,1,0
1,1,0
1.333333,1,0
1.666667,1,0
2,0.8333334,0.1666667
2.333333,0.8571429,0.1428571
2.666667,0.875,0.125
3,0.8888889,0.1111111
3.333333,0.8,0.1
3.666666,0.8181818,0.0909091
4,0.8333334,0.08333334
4.333333,0.8461538,0.07692309
4.666667,0.8571428,0.07142857
5,0.8666666,0.06666667
5.333333,0.8124999,0.0625
5.666667,0.7647058,0.1176471
6,0.7222221,0.1666667
6.333334,0.6842104,0.2105263
6.666667,0.6499999,0.25
7.000001,0.6190475,0.2857142
7.333334,0.5909089,0.3181818
7.666668,0.5652173,0.347826
8.000001,0.5416666,0.3749999
8.333334,0.5199999,0.3999999
8.666667,0.4999999,0.4230769
9,0.4814814,0.4444444
9.333333,0.4642857,0.4642857
9.666666,0.4482759,0.4827586
9.999999,0.4333333,0.5000001
10.33333,0.4193549,0.5161291
10.66667,0.40625,0.5312501
11,0.3939394,0.5454547
11.33333,0.382353,0.5588237
11.66666,0.3714286,0.5714288
12,0.3611112,0.5833336
12.33333,0.3513514,0.5945948
12.66666,0.3684211,0.5789476
13,0.3846155,0.5641028
13.33333,0.3750001,0.5500003
13.66666,0.3658538,0.5365856
14,0.357143,0.5238098
14.33333,0.3488373,0.5116282
14.66666,0.3409092,0.5000002
14.99999,0.3333335,0.4888892
15.33333,0.3260871,0.4782611
15.66666,0.3191491,0.4680854
15.99999,0.3125001,0.4583336
16.33333,0.3061226,0.4489799
16.66666,0.3000001,0.4400002
16.99999,0.2941177,0.4313728
17.33333,0.2884616,0.4230771
17.66666,0.2830189,0.4150945
18,0.2777779,0.4074076
18.33333,0.2727273,0.4000001
18.66666,0.2678572,0.3928573
19,0.2631579,0.385965
19.33333,0.2586207,0.3793104
19.66667,0.2542373,0.3728814
20,0.25,0.3666667
20.33333,0.2459016,0.3606558
20.66667,0.2419355,0.3709678
21,0.2380952,0.3809524
21.33334,0.234375,0.390625
21.66667,0.2307692,0.3999999
22,0.2272727,0.4090908
22.33334,0.2238806,0.4179103
22.66667,0.2205882,0.4264705
23.00001,0.2173913,0.4347824
23.33334,0.2142857,0.442857
23.66667,0.2112675,0.450704
24.00001,0.2083333,0.4583331
24.33334,0.2054794,0.4657532
24.66668,0.2027026,0.4729727
25.00001,0.1999999,0.4799997
25.33334,0.1973683,0.4868418
25.66668,0.1948051,0.4935062
26.00001,0.1923076,0.4999996
26.33335,0.1898733,0.5063287
26.66668,0.1874999,0.5124996
27.00001,0.1851851,0.5185181
27.33335,0.1829267,0.5243898
27.66668,0.1807228,0.53012
28.00002,0.1785713,0.5357138
28.33335,0.1764705,0.541176
28.66668,0.1744185,0.5465111
29.00002,0.1724137,0.5517236
29.33335,0.1704544,0.5568176
29.66669,0.1685392,0.5617972
30.00002,0.1666666,0.5666661
30.33335,0.1648351,0.5714281
30.66669,0.1630434,0.5760864
31.00002,0.1612902,0.5806447
31.33335,0.1595744,0.5851059
31.66669,0.1578946,0.5894732
32.00002,0.1562499,0.5937495
32.33335,0.1546391,0.5979377
